Time,Intensity
0.04535147392289988,20.40981800816116
0.056018140589566535,33.88554872985199
0.06668480725623321,41.407422821510906
0.07735147392289987,44.8230069579974
0.08801814058956656,45.447262978962485
0.0986848072562332,45.07333834054453
0.10935147392289987,45.61948243423551
0.12001814058956654,45.81731831186939
0.13068480725623322,45.11130639218729
0.1413514739228999,45.030635024588726
0.15201814058956656,46.04188543154575
0.16268480725623322,46.68731962806984
0.17335147392289987,46.305071216844595
0.18401814058956656,46.21373392518914
0.1946848072562332,46.440687308480975
0.2053514739228999,46.69470082544096
0.21601814058956656,46.6143364238178
0.2266848072562332,46.0962614719445
0.2373514739228999,46.31615727595179
0.24801814058956656,46.65642205935678
0.2586848072562333,46.438242883526
0.26935147392289993,47.14005468403123
0.2800181405895666,47.607788178880654
0.29068480725623325,47.359243694791424
0.3013514739228999,46.84718113755528
0.3120181405895666,46.61094908996385
0.3226848072562333,47.13770532848913
0.33335147392289993,47.721417915126715
0.3440181405895666,47.383706650177096
0.35468480725623325,47.004576839282414
0.3653514739229,47.112146247853744
0.3760181405895666,47.04103210165353
0.3866848072562333,46.424882050446385
0.3973514739228999,45.82032994252234
0.4080181405895666,46.56396240741567
0.4186848072562333,47.21552649391201
0.4293514739229,47.22290840717947
0.4400181405895666,47.36706803562152
0.4506848072562333,47.82173030911115
0.4613514739229,48.49591724638139
0.4720181405895666,48.767116365355356
0.4826848072562333,48.95968261636075
0.4933514739229,48.76536428241339
0.5040181405895666,48.215135776110536
0.5146848072562332,47.94722911041441
0.5253514739228999,48.70785952226857
0.5360181405895666,49.69524755692482
0.5466848072562333,50.211736608500566
0.5573514739228999,50.40460734887733
0.5680181405895666,50.55500315539214
0.5786848072562333,50.51914834589521
0.5893514739228999,50.39943228557895
0.6000181405895666,50.81318745955539
0.6106848072562332,51.146154879613846
0.6213514739228999,50.71772016273836
0.6320181405895666,49.64589953353725
0.6426848072562332,48.99508692716712
0.6533514739228999,49.35018489186796
